mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4.893426561355591,1.0245242070033667,0.02433638572692871,0.009496538599811697,tanh,50,"(10, 5)",lbfgs,1,"{'activation': 'tanh', 'alpha': 50, 'hidden_layer_sizes': (10, 5), 'solver': 'lbfgs', 'verbose': 1}",0.64,0.79,0.805,0.65,0.715,0.72,0.06848357467305574,24
12.666075897216796,1.1222512827714883,0.028524017333984374,0.008019004518482416,tanh,50,"(10, 5)",sgd,1,"{'activation': 'tanh', 'alpha': 50, 'hidden_layer_sizes': (10, 5), 'solver': 'sgd', 'verbose': 1}",0.185,0.205,0.29,0.28,0.18,0.22799999999999998,0.04739198244429115,73
12.206506967544556,1.0225337625171342,0.022735023498535158,0.005293944165413517,tanh,50,"(10, 5)",adam,1,"{'activation': 'tanh', 'alpha': 50, 'hidden_layer_sizes': (10, 5), 'solver': 'adam', 'verbose': 1}",0.13,0.165,0.2,0.115,0.15,0.15200000000000002,0.029427877939124325,77
1.7305693626403809,0.27063386637006226,0.02134246826171875,0.005970501121639139,tanh,50,"(5, 2)",lbfgs,1,"{'activation': 'tanh', 'alpha': 50, 'hidden_layer_sizes': (5, 2), 'solver': 'lbfgs', 'verbose': 1}",0.225,0.425,0.415,0.235,0.255,0.31099999999999994,0.08957678270623477,65
12.214977407455445,0.3616053141239439,0.022540569305419922,0.002568457629529031,tanh,50,"(5, 2)",sgd,1,"{'activation': 'tanh', 'alpha': 50, 'hidden_layer_sizes': (5, 2), 'solver': 'sgd', 'verbose': 1}",0.2,0.095,0.1,0.115,0.115,0.125,0.038340579025361636,82
12.20131483078003,0.7750564212622345,0.020745134353637694,0.002916559175117365,tanh,50,"(5, 2)",adam,1,"{'activation': 'tanh', 'alpha': 50, 'hidden_layer_sizes': (5, 2), 'solver': 'adam', 'verbose': 1}",0.165,0.12,0.2,0.115,0.12,0.14400000000000002,0.03337663853655728,78
1.2753865242004394,0.2064475582544919,0.022937917709350587,0.00624426894767266,identity,0.001,"(10, 5)",lbfgs,1,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (10, 5), 'solver': 'lbfgs', 'verbose': 1}",0.75,0.8,0.775,0.75,0.8,0.775,0.022360679774997918,11
12.48048186302185,0.8395069809715505,0.0229400634765625,0.003023326536802649,identity,0.001,"(10, 5)",sgd,1,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (10, 5), 'solver': 'sgd', 'verbose': 1}",0.77,0.795,0.715,0.695,0.735,0.7419999999999999,0.03627671429443414,20
11.271934509277344,0.3427385954281189,0.020737361907958985,0.008386947312480386,identity,0.001,"(10, 5)",adam,1,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (10, 5), 'solver': 'adam', 'verbose': 1}",0.8,0.82,0.8,0.81,0.785,0.8029999999999999,0.011661903789690578,8
4.247563791275025,0.16137960031397555,0.02613344192504883,0.00908062701243164,identity,0.001,"(5, 2)",lbfgs,1,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (5, 2), 'solver': 'lbfgs', 'verbose': 1}",0.53,0.57,0.495,0.465,0.48,0.508,0.037762415176998396,43
